new_words,seconds_trans,arousal_trans,valence_trans,happy_trans,angry_trans,nervous_trans,sad_trans,seconds2_trans,arousal2_trans,valence2_trans,happy2_trans,angry2_trans,nervous2_trans,sad2_trans
I,510.0,1.667,3.0,1.0,1.0,1.333,1.0,510.0,2.667,3.0,1.0,1.0,1.333,1.0
didn't catch,515.0,1.667,3.0,1.0,1.0,1.333,1.0,515.0,2.667,3.0,1.0,1.0,1.333,1.0
the last part though I'm just,520.0,1.667,3.0,1.0,1.0,1.333,1.0,520.0,2.667,3.0,1.0,1.0,1.333,1.0
putting aside the matter for me to take on over here,525.0,2.333,3.0,1.0,1.0,1.333,1.0,525.0,2.667,3.0,1.0,1.0,1.333,1.0
sure there are there are purities,530.0,2.333,3.0,1.0,1.0,1.333,1.0,530.0,2.333,3.0,1.0,1.0,1.333,1.0
who came to create to the best of my knowledge there are people who,535.0,1.667,3.0,1.0,1.0,1.333,1.0,535.0,2.333,3.0,1.0,1.0,1.0,1.0
is giving me a minute to my Legion for nine days and after that I engage our they came to Korea,540.0,2.0,3.0,1.0,1.0,1.333,1.0,540.0,2.333,3.0,1.0,1.0,1.0,1.0
because they couldn't stay in Malaysia anymore so I'll sure those refugees,545.0,2.667,3.0,1.0,1.0,1.333,1.0,545.0,2.333,3.0,1.0,1.0,1.0,1.0
may be in a dire need for a place to live but there are more people,550.0,2.667,3.0,1.0,1.0,1.333,1.0,550.0,2.333,3.333,1.0,1.0,1.0,1.0
that food since it came to Korea or because it,555.0,3.0,2.667,1.0,1.0,2.333,1.333,555.0,2.667,3.0,1.0,1.0,1.333,1.0
because in their communities it has a very difficult very very conditions,560.0,3.0,2.667,1.0,1.0,2.333,1.333,560.0,2.667,3.0,1.0,1.0,1.333,1.0
okay so I think one of the major cons of,5.0,2.333,3.0,1.0,1.0,1.333,1.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0
letting the enemies of Jesus Korea is this idea of Koreans come first so if,10.0,2.333,3.0,1.0,1.0,1.333,1.0,10.0,2.0,3.0,1.0,1.0,1.0,1.0
you look at the statistics the majority of the people who are against the Emmys,15.0,2.667,3.0,1.0,1.0,1.333,1.0,15.0,3.0,3.333,1.667,1.0,1.0,1.0
refugees were actually people in their twenties and thirties and middle-income individuals,20.0,2.667,3.0,1.0,1.0,1.333,1.0,20.0,3.0,3.333,1.667,1.0,1.0,1.0
in the middle income class and,25.0,2.667,3.0,1.0,1.0,1.333,1.0,25.0,2.0,3.0,1.0,1.0,1.0,1.0
this is although this this is although this is a hypothesis this may stem from the fact that there's a,30.0,2.667,3.0,1.0,1.0,1.333,1.0,30.0,2.0,3.0,1.0,1.0,1.0,1.0
high levels of youth unemployment so there is this concept of this idea that,35.0,3.0,2.667,1.0,1.0,1.667,1.333,35.0,2.0,3.0,1.0,1.0,1.0,1.0
why are we letting these refugees come in and why are we spending taxpayers,40.0,2.333,3.0,1.0,1.0,1.0,1.0,40.0,2.0,3.0,1.0,1.0,1.0,1.0
money on them when we should be focusing on other important issues that are more relevant to,45.0,3.0,3.0,1.0,1.0,1.0,1.0,45.0,2.0,3.0,1.0,1.0,1.0,1.0
current people such as this idea of youth unemployment yeah,50.0,2.333,3.0,1.0,1.0,1.0,1.0,50.0,2.0,3.0,1.0,1.0,1.0,1.0
and also the second point is that because of the mass in flux,55.0,3.0,3.0,1.0,1.0,1.0,1.0,55.0,2.0,3.0,1.0,1.0,1.0,1.0
so in 2015 there said there were no in no refugees but number drastically,60.0,2.333,3.0,1.0,1.0,1.0,1.0,60.0,2.0,3.0,1.0,1.0,1.0,1.0
increased so it also seems like they could potentially be taking advantage of the system,65.0,2.333,3.0,1.0,1.0,1.0,1.0,65.0,2.0,3.0,1.0,1.0,1.0,1.0
or Korean Korean law,70.0,2.667,3.0,1.0,1.0,1.0,1.0,70.0,2.667,3.333,1.667,1.0,1.0,1.0
so yeah I heard your points,75.0,2.333,2.333,1.0,1.0,1.667,1.0,75.0,2.667,3.0,1.0,1.0,1.0,1.0
for Mike those I'll start with my point of view first,80.0,3.0,2.333,1.0,1.0,1.667,1.0,80.0,2.667,3.0,1.0,1.0,1.0,1.0
off these people giving these who came to this country came here basically,85.0,2.667,3.0,1.0,1.0,1.0,1.0,85.0,2.667,3.0,1.0,1.0,1.0,1.0
to seek shelter from the war right the many wars I've been going on these people,90.0,2.667,3.0,1.0,1.0,1.0,1.0,90.0,3.667,2.667,1.0,1.0,1.333,1.0
ran away from it they don't want to participate in the war and they were basically,95.0,3.0,3.0,1.0,1.0,1.0,1.0,95.0,3.667,2.667,1.0,1.0,1.333,1.0
you know stripping from their rights to be safe and be educated,100.0,3.0,3.0,1.0,1.0,1.0,1.0,100.0,2.667,3.0,1.0,1.0,1.0,1.0
and those kind of stuff and that's why they came to this country and not allowing them to,105.0,3.0,3.0,1.0,1.0,1.0,1.0,105.0,2.667,3.0,1.0,1.0,1.0,1.0
stay in this country even though we actually made it into law that we could take them,110.0,2.667,3.0,1.0,1.0,1.0,1.0,110.0,2.667,3.0,1.0,1.0,1.0,1.0
in b.o.b.,115.0,2.333,3.0,1.0,1.0,1.0,1.0,115.0,2.667,3.0,1.0,1.333,1.0,1.333
it be what it called you know if he trying,120.0,3.0,3.0,1.0,1.0,1.0,1.0,120.0,2.667,3.0,1.0,1.333,1.0,1.333
to you know say that you're a nice person but only that be a facade right,125.0,3.333,3.0,1.0,1.0,1.333,1.0,125.0,3.333,2.333,1.0,1.333,2.0,1.333
you're actually a bad person but not lying not for not allowing them to be in here and,130.0,3.333,3.0,1.0,1.0,1.333,1.0,130.0,3.333,2.0,1.0,1.0,3.0,1.0
that was one of the basic human rights issues and the second point would be,135.0,3.0,3.0,1.0,1.0,1.0,1.0,135.0,3.667,2.0,1.0,1.0,2.333,1.0
Koreans are not letting them because they think they are racist and rapists and,140.0,2.667,3.0,1.0,1.0,1.0,1.0,140.0,3.667,2.0,1.0,1.0,2.333,1.0
terrorists right but those things are not TRUE since,145.0,2.667,3.0,1.0,1.0,1.0,1.0,145.0,3.667,2.333,1.0,1.0,3.0,1.0
they ran away from that were they are the people who don't do not like violence,150.0,2.667,3.0,1.0,1.0,1.0,1.0,150.0,3.667,3.0,1.333,1.0,1.333,1.0
so that's one of the main points that you could say that they don't do it like that,155.0,2.667,3.0,1.0,1.0,1.0,1.0,155.0,3.333,3.0,1.333,1.0,1.0,1.0
okay so it's our your first point was that you can you tell me your first one again,160.0,3.0,3.0,1.0,1.0,1.0,1.0,160.0,3.333,3.0,1.333,1.0,1.0,1.0
so people get it's a basic human rights,165.0,3.0,3.0,1.0,1.0,1.0,1.0,165.0,3.333,3.0,1.333,1.0,1.0,1.0
issue Koreans made a law that would allow them to come,170.0,3.333,3.0,1.0,1.0,1.0,1.0,170.0,3.333,3.0,1.0,1.0,1.667,1.0
into the country to seek shelter although since they made the,175.0,3.333,3.0,1.0,1.0,1.0,1.0,175.0,3.0,3.0,1.0,1.0,1.667,1.0
system right it they are basically allowing it but once it happens,180.0,3.333,3.0,1.0,1.0,1.0,1.0,180.0,3.333,3.0,1.0,1.333,1.0,1.333
they're not allowing allowing it so it's basically going against what they originally,185.0,3.333,3.0,1.0,1.0,1.0,1.0,185.0,3.667,2.667,1.0,1.333,1.333,1.0
set their phones so you're saying you don't want to be like controversial,190.0,3.0,3.0,1.0,1.0,1.0,1.0,190.0,3.667,2.667,1.0,1.333,1.333,1.0
yeah basically what you're trying to say well I think,195.0,3.0,3.0,1.0,1.0,1.0,1.0,195.0,3.667,2.667,1.0,1.333,1.333,1.0
the ideal is good the idea of letting refugees in Turkey a country is good but,200.0,3.0,3.0,1.0,1.0,1.0,1.0,200.0,3.667,2.667,1.0,1.333,1.333,1.0
for the case of the yemenis refugees seeing this Mass influx especially,205.0,3.0,3.0,1.0,1.0,1.0,1.0,205.0,3.667,2.667,1.0,1.333,1.333,1.0
in Korea which is a much other countries with much more limited resources that countries,210.0,3.0,2.667,1.333,1.0,1.0,1.0,210.0,4.0,3.333,2.0,1.0,1.0,1.0
in like Europe or America could possibly be seen as threatening to the community,215.0,3.333,2.667,1.333,1.0,1.0,1.0,215.0,3.333,3.0,1.333,1.0,1.0,1.0
people especially because it's only the island of JeJu and judge it was a very small part of Korea,220.0,2.667,2.667,1.0,1.0,1.0,1.0,220.0,3.333,3.0,1.333,1.0,1.0,1.0
with a much more limited population so yeah,225.0,2.667,2.667,1.0,1.0,1.0,1.0,225.0,2.667,3.0,1.333,1.0,1.0,1.0
yeah and I guess I guess that's kind of TRUE but you know the other point is,230.0,2.667,2.667,1.0,1.0,1.0,1.0,230.0,2.667,3.0,1.333,1.0,1.0,1.0
that those yemenis are only 500 people right over the course of,235.0,2.667,3.0,1.0,1.0,1.0,1.0,235.0,2.667,3.0,1.333,1.0,1.0,1.0
these years thousand North Koreans came to this country and you know if you think about,240.0,2.667,3.0,1.0,1.0,1.0,1.0,240.0,2.667,3.0,1.0,1.0,1.0,1.0
that North Koreans are currently we're at War stating their,245.0,3.0,2.667,1.0,1.0,1.333,1.0,245.0,2.667,3.0,1.0,1.0,1.0,1.0
these bad people you know according to like the 50s and,250.0,3.333,3.0,1.333,1.0,1.0,1.0,250.0,3.333,3.333,1.667,1.0,1.0,1.0
60s people they are these bad people with the other Notions and there they could they,255.0,3.333,3.0,1.333,1.0,1.0,1.0,255.0,4.333,3.333,1.667,1.0,1.0,1.0
have the highest possibility of being spies right so in that kind of view yemenis,260.0,3.0,3.0,1.333,1.0,1.0,1.0,260.0,4.333,3.333,1.667,1.0,1.0,1.0
they're only here to seek shelter they're not here to terrorize or anything like that it can't cats eat for see anything like that but North Koreans coming,265.0,3.0,3.0,1.333,1.0,1.0,1.0,265.0,4.333,3.333,1.667,1.333,1.0,1.0
to this country for seeking shelter could be a bigger issue than that then why are we allowing North Koreans,270.0,3.333,2.667,1.333,1.0,1.0,1.0,270.0,4.333,2.333,1.0,1.333,1.667,1.333
to come here but not the yemenis well,275.0,3.0,2.667,1.333,1.0,1.0,1.0,275.0,4.0,2.667,1.0,1.0,1.667,1.333
that is a good point on a human rights level the,280.0,3.667,3.0,1.333,1.0,1.0,1.0,280.0,4.0,3.333,1.667,1.0,1.0,1.0
I think they could be viewed in the same way but from a Korean,285.0,3.667,2.667,1.333,1.0,1.667,1.0,285.0,4.0,3.0,1.667,1.0,1.0,1.0
citizens perspective North Korea is still,290.0,3.0,2.667,1.0,1.0,2.0,1.0,290.0,4.0,3.0,1.667,1.333,1.0,1.0
part of current it can still be viewed as an extension of Korea that was just simply divided because the war,295.0,3.0,2.667,1.0,1.0,2.0,1.0,295.0,4.0,3.0,1.667,1.333,1.0,1.0
and especially because it was only a career isn't was only divided like 50 or 60,300.0,3.0,2.667,1.0,1.0,1.667,1.0,300.0,4.0,3.0,1.667,1.667,1.0,1.0
70 years ago we share the same language we have a very similar culture,305.0,3.333,2.667,1.0,1.0,1.667,1.0,305.0,4.0,3.333,2.0,1.333,1.0,1.0
but for the yemenis I think it's possible that Korean citizens can view them as Outsiders,310.0,3.0,3.0,1.0,1.0,1.667,1.0,310.0,4.333,3.667,2.0,1.0,1.0,1.0
and I think we should recognize the like,315.0,2.667,3.333,1.0,1.0,1.0,1.0,315.0,3.0,3.0,1.0,1.0,1.0,1.0
Korea is a country for Koreans and we should respect the Korean citizens,320.0,2.667,3.0,1.0,1.0,1.0,1.0,320.0,2.667,3.0,1.0,1.0,1.333,1.0
perspective of like like this nationalism,325.0,2.667,3.0,1.0,1.0,1.0,1.0,325.0,2.667,3.0,1.0,1.0,1.0,1.0
yes I guess yeah that's one of them is good and no Koreans first cuz we are here,330.0,3.0,3.0,1.0,1.0,1.0,1.0,330.0,2.667,3.0,1.0,1.0,1.0,1.0
is actually a good point well I'm not against it but um,335.0,2.667,3.0,1.0,1.0,1.0,1.0,335.0,2.667,3.0,1.0,1.0,1.0,1.0
these days you know all over the world we're talking about globalism,340.0,2.667,2.667,1.0,1.0,1.333,1.0,340.0,2.667,3.0,1.0,1.0,1.0,1.0
and like we're talking about how other races are living in other countries,345.0,3.0,2.667,1.0,1.0,1.333,1.0,345.0,2.667,3.0,1.0,1.0,1.0,1.0
we already know that being a racist in America is a big issue and,350.0,3.0,2.667,1.0,1.0,1.333,1.0,350.0,2.667,3.0,1.0,1.0,1.0,1.0
like it's just between whites and blacks and those were all occurring issues,355.0,3.0,2.667,1.0,1.0,1.333,1.0,355.0,2.667,3.0,1.0,1.0,1.0,1.0
for the last century right and everyone in the world,360.0,2.667,2.333,1.0,1.0,1.667,1.0,360.0,3.333,2.667,1.0,1.0,1.333,1.0
right now like I guess kind of agrees that being a racist is bad but isn't,365.0,2.667,2.333,1.0,1.0,1.667,1.0,365.0,3.667,2.333,1.0,1.333,1.333,1.0
that basically what we're trying to were really doing here in Korea being a racist rejecting,370.0,2.667,3.0,1.333,1.0,1.0,1.0,370.0,3.667,2.333,1.0,1.333,1.667,1.0
the other culture without knowing anything about them calling them terrorists rapists,375.0,2.667,3.0,1.333,1.0,1.0,1.0,375.0,3.667,3.0,1.0,1.333,1.0,1.0
and stuff like that I lived in Saudi Arabia for two years and come on that's one of the biggest,380.0,3.333,3.0,1.333,1.0,1.0,1.0,380.0,3.667,3.0,1.0,1.333,1.0,1.0
countries for you know as long as people and over there those people,385.0,2.667,3.0,1.0,1.0,1.0,1.0,385.0,3.667,3.0,1.0,1.333,1.0,1.0
were really nice and I've loved like I didn't get to know their culture or anything like that but if you don't,390.0,3.333,3.0,1.0,1.0,1.0,1.0,390.0,3.667,3.0,1.0,1.333,1.0,1.0
and they're really nice and,395.0,2.667,3.0,1.0,1.0,1.0,1.0,395.0,3.667,3.0,1.0,1.333,1.0,1.0
you know you have before before the religion like everyone like I bet everybody,400.0,2.667,3.0,1.0,1.0,1.0,1.0,400.0,3.667,3.0,1.0,1.333,1.0,1.0
like has this kind of compassionate Easy Motion everyone can relate to these emotions,405.0,2.667,3.0,1.0,1.0,1.0,1.0,405.0,3.667,3.0,1.0,1.333,1.0,1.0
and those are the basic you know human stuff I guess and,410.0,2.667,3.0,1.0,1.0,1.0,1.0,410.0,3.667,3.0,1.0,1.333,1.0,1.0
if you get to know those stuff then would have people be more likely,415.0,3.333,3.0,1.0,1.0,1.0,1.0,415.0,3.667,3.0,1.333,1.333,1.0,1.0
to like connect to be 70s and or be more compassionate towards them so yeah it's,420.0,3.333,3.0,1.0,1.0,1.0,1.0,420.0,3.667,3.0,1.333,1.333,1.0,1.0
like judging a book by it's cover I guess I definitely,425.0,2.667,3.0,1.0,1.0,1.0,1.0,425.0,3.667,3.0,1.333,1.333,1.0,1.0
do agree that that we shouldn't reject them as refugees because of,430.0,3.0,3.333,1.333,1.0,1.0,1.0,430.0,3.667,3.0,1.333,1.333,1.0,1.0
this racist image but I think going Beyond racism it's more about national,435.0,3.0,3.333,1.333,1.0,1.0,1.0,435.0,3.667,3.333,1.333,1.333,1.0,1.0
interests so each person in the world is part of a country there are citizens,440.0,2.667,3.0,1.0,1.0,1.0,1.0,440.0,3.667,3.0,1.333,1.333,1.0,1.0
of a country and that that country has its own government and the government is supposed to work in,445.0,2.667,3.0,1.0,1.0,1.0,1.0,445.0,3.667,3.0,1.333,1.333,1.0,1.0
the interest of his people and I don't think it's a bad thing that,450.0,3.333,3.0,1.0,1.0,1.0,1.0,450.0,3.667,3.0,1.333,1.333,1.0,1.0
Korea should try to focus more on the citizens I definitely,455.0,2.667,3.0,1.0,1.0,1.0,1.0,455.0,3.667,3.0,1.333,1.333,1.0,1.0
think that we idealistically we should let these people in,460.0,2.667,3.0,1.0,1.0,1.0,1.0,460.0,3.667,3.0,1.333,1.333,1.0,1.0
and from the view of from Human Rights Viewpoint is that it definitely is good but,465.0,3.0,3.0,1.0,1.0,1.0,1.0,465.0,3.0,3.0,1.0,1.0,1.0,1.0
from the perspective of the Korean citizen in might be a better idea I can,470.0,3.333,3.0,1.0,1.0,1.0,1.0,470.0,3.0,3.0,1.0,1.0,1.0,1.0
definitely understand why people would prefer to spend more tax money on,475.0,3.667,3.0,1.0,1.0,1.0,1.0,475.0,3.0,3.0,1.0,1.0,1.0,1.0
improving more imminent problems with using the Korea Society,480.0,3.667,3.0,1.0,1.0,1.0,1.0,480.0,3.333,3.0,1.0,1.0,1.0,1.0
so we're imminent problems you say,485.0,3.667,3.0,1.0,1.0,1.0,1.0,485.0,3.333,3.0,1.0,1.0,1.0,1.0
and you said that like the youth unemployment problem is pretty big and like,490.0,3.0,3.0,1.0,1.0,1.0,1.0,490.0,3.333,3.0,1.0,1.0,1.0,1.0
I agree and like youth problems their unemployment they're big but the current issue,495.0,3.333,2.667,1.0,1.0,1.333,1.0,495.0,3.333,3.333,1.0,1.0,1.0,1.0
is I mean he's our hearing Jeju Island and if you don't,500.0,3.0,2.667,1.0,1.0,1.667,1.0,500.0,3.333,3.0,1.0,1.0,1.0,1.0
do anything it's just going to escalate from that point right so I guess,505.0,3.0,2.667,1.0,1.0,1.333,1.0,505.0,3.333,3.0,1.0,1.0,1.0,1.0
like some like speaking and,510.0,3.0,3.0,1.0,1.0,1.0,1.0,510.0,3.333,3.0,1.0,1.0,1.0,1.0
interests of the Jesuit I guess the Jeju Islands was basically developed,515.0,3.0,3.0,1.0,1.0,1.0,1.0,515.0,3.333,3.0,1.0,1.0,1.0,1.0
by the government to become a become a tourist like right,520.0,3.0,3.0,1.0,1.0,1.0,1.0,520.0,3.667,3.0,1.0,1.0,1.0,1.0
these yemeni people in these people are coming to you such as your ally without any money without,525.0,3.0,2.667,1.0,1.0,1.333,1.0,525.0,3.667,2.667,1.0,1.333,1.0,1.333
anything to pay and they're even getting Financial Financial benefits from the national,530.0,3.0,2.667,1.0,1.0,1.333,1.0,530.0,3.667,2.667,1.0,1.333,1.0,1.0
from Korea that's why I guess you're driving people are against it if you think about the Chinese people,535.0,2.333,3.0,1.0,1.0,1.0,1.0,535.0,3.667,2.667,1.0,1.333,1.0,1.333
to digital and there's like tons of people coming to Jeju Island right but they're spending,540.0,3.0,3.0,1.0,1.0,1.0,1.0,540.0,3.667,2.667,1.0,1.333,1.0,1.333
money there that's why they're not you know they're not against these Chinese,545.0,3.0,3.0,1.0,1.0,1.0,1.0,545.0,3.667,2.667,1.0,1.333,1.0,1.333
people coming in here right so I guess we're just thinking about money too much,550.0,2.333,3.0,1.0,1.0,1.0,1.0,550.0,3.667,2.667,1.0,1.333,1.0,1.333
we could later on like expanded you know if we take care of but these Japanese,555.0,2.333,3.0,1.0,1.0,1.0,1.0,555.0,3.333,2.333,1.0,1.333,1.667,1.333
in my opinion regarding recording the Jeju Island,5.0,3.667,3.0,1.0,1.667,2.667,1.0,5.0,2.667,3.0,1.0,1.0,1.0,1.0
Refugee crisis I I argued that South Korea should,10.0,4.0,3.0,1.0,1.667,2.333,1.0,10.0,2.667,3.0,1.0,1.0,1.0,1.0
help South Korea should I said except these refugees and,15.0,4.0,3.0,1.0,1.667,2.333,1.0,15.0,2.667,3.0,1.0,1.0,1.0,1.0
provide them for humanitarian support as they are great in 1991 convention regarding,20.0,4.0,3.0,1.0,1.667,2.667,1.0,20.0,2.667,3.0,1.0,1.0,1.0,1.0
the status of refugees and I will I will provide 33,25.0,3.667,3.0,1.0,1.667,2.0,1.0,25.0,2.667,3.0,1.0,1.0,1.0,1.0
reason for the first of first and foremost South Korea has signed the 1991 conventions on the status,30.0,3.667,3.0,1.0,1.667,2.0,1.0,30.0,2.667,3.0,1.0,1.0,1.0,1.0
of refugees and therefore South Korea should be able to should fully applies to,35.0,3.667,3.0,1.0,1.667,2.0,1.0,35.0,2.667,3.0,1.0,1.0,1.0,1.0
to to act as accordingly to this Refugee,40.0,3.667,3.0,1.0,2.0,1.667,1.0,40.0,3.0,2.667,1.0,1.333,1.0,1.0
convention this is this is especially important since South Korea,45.0,3.667,3.0,1.0,2.0,2.0,1.0,45.0,3.0,2.667,1.0,1.333,1.0,1.0
is fully capable to it's very stable and fully capable to accept,50.0,4.0,3.0,1.0,2.0,2.0,1.0,50.0,3.0,2.667,1.0,1.333,1.0,1.0
very small number of 500 refugees and,55.0,3.333,3.0,1.0,2.0,1.667,1.0,55.0,3.0,2.667,1.0,1.333,1.0,1.0
refugees also and South Korea has been locked in sand the political,60.0,3.667,3.0,1.0,2.0,2.0,1.0,60.0,3.0,2.667,1.0,1.333,1.0,1.0
decisions of politicians to change their stance if there is not it's not,65.0,3.333,3.0,1.0,2.0,2.0,1.0,65.0,3.0,2.667,1.0,1.333,1.0,1.0
following the convention also the yemeni Christ also the yemenis crisis,70.0,3.0,2.667,1.0,2.0,3.0,1.0,70.0,3.0,2.667,1.0,1.333,1.0,1.0
should not be ignored by the International Community and in the sense of many South Koreans who think,75.0,3.0,2.667,1.0,2.0,3.0,1.0,75.0,3.0,2.667,1.0,1.333,1.0,1.0
that you can be ignored refugees only not accepting Berkeley engineering,80.0,3.667,2.667,1.0,2.0,2.333,1.0,80.0,3.0,2.667,1.0,1.333,1.0,1.0
you jeez I know what,85.0,3.667,2.667,1.0,2.0,3.333,1.0,85.0,2.667,2.667,1.0,1.333,1.0,1.0
should not be,90.0,3.333,2.667,1.0,2.0,2.667,1.0,90.0,2.667,2.667,1.0,1.333,1.0,1.0
angered by the international community's no we're not were not accepting refugees,95.0,4.0,2.667,1.0,2.0,3.333,1.0,95.0,2.667,2.667,1.0,1.333,1.0,1.0
only a short title answer to sell that terrified only satisfies the,100.0,3.0,3.0,1.0,1.667,2.0,1.0,100.0,2.333,3.0,1.0,1.333,1.0,1.0
fear-mongering population yet South Korea should get,105.0,3.0,3.0,1.0,1.667,2.667,1.0,105.0,2.333,3.0,1.0,1.333,1.0,1.0
should,110.0,4.0,3.0,1.0,2.0,2.333,1.0,110.0,2.333,3.0,1.0,1.333,1.0,1.0
disagree with your assertions first of all he said that,115.0,4.0,3.0,1.0,2.0,2.333,1.0,115.0,2.667,3.0,1.0,1.333,1.0,1.0
South Korea is fully capable of accepting yemenis refugees I would like to,120.0,3.333,2.667,1.0,2.0,2.333,1.0,120.0,2.667,3.0,1.0,1.333,1.0,1.0
disagree on that point because the nation has seen a dramatic,125.0,3.333,2.667,1.0,2.0,3.0,1.0,125.0,2.667,3.0,1.0,1.333,1.0,1.0
hike in the eighth in the number of refugees from 42 seeking Asylum,130.0,3.0,2.667,1.0,2.0,2.333,1.0,130.0,3.667,3.667,1.667,1.0,1.0,1.0
last year to 519 seeking Asylum this year would the numbers of almost,135.0,2.0,2.333,1.0,1.667,1.667,1.0,135.0,3.333,3.667,1.667,1.0,1.0,1.0
