new_words,delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,delta2,lowAlpha2,highAlpha2,lowBeta2,highBeta2,lowGamma2,middleGamma2,theta2,arousal_trans,valence_trans,happy_trans,angry_trans,nervous_trans,sad_trans,arousal2_trans,valence2_trans,happy2_trans,angry2_trans,nervous2_trans,sad2_trans
than all those small menial jobs would just then go to refugees and in a way it would help Korean,-1.684,-1.539,-1.604,-1.434,-1.056,-1.204,-2.681,-1.956,-1.425,-0.864,-1.094,-1.223,0.749,1.525,-0.546,-1.322,2,3,2,1,1,1,4,4,3,1,2,1
at the case kill people who commit adultery,-0.706,-0.943,-0.878,-0.979,1.233,1.577,2.35,-1.463,-1.522,-1.406,-1.124,-1.255,1.807,2.13,-0.354,-0.62,2,3,2,1,2,1,2,3,2,1,1,1
perspective of like like this nationalism,-1.519,-1.324,-1.571,-1.422,-0.842,-1.005,-2.178,-1.706,-1.393,-1.475,-1.518,-1.334,-0.412,-0.537,-2.846,-1.787,3,3,1,1,1,1,3,3,1,1,1,1
us at the strongest is why not be applicable to the current situation right now and,-1.32,-1.077,-1.197,-1.029,0.001,-0.16,-1.651,-1.557,0.395,-0.22,0.605,0.083,5.42,4.786,2.011,0.247,4,3,1,1,2,1,3,2,1,1,2,1
are parks was actually French people it's French national tea,-1.551,-1.197,-1.386,-1.291,0.335,-0.267,-0.874,-1.486,-1.189,-1.331,-1.387,-1.214,0.18,-0.294,-2.308,-1.762,3,4,2,2,2,1,3,3,2,1,1,1
should not be,-1.393,-1.143,-1.326,-1.225,-0.784,-0.986,0.656,-1.731,-1.678,-1.48,-1.396,-1.4,-0.513,-0.854,-2.867,-2.014,3,3,1,2,3,1,3,3,1,1,1,1
people especially because it's only the island of JeJu and judge it was a very small part of Korea,-1.323,-1.396,-1.328,-1.254,0.169,0.054,-1.303,-1.363,-1.369,-1.294,-1.399,-1.301,-0.89,-0.954,-1.862,-1.657,3,3,1,1,1,1,3,3,1,1,1,1
hundreds thousands of refugees so I'll start with that and,-1.232,-0.752,-1.215,-1.134,-0.454,-0.555,-0.441,-0.486,-1.376,-0.044,-1.274,-1.2,0.087,-0.273,1.954,-0.745,4,3,1,1,3,1,2,3,1,1,1,1
well first of all judges like a visa-free island so they can stay for 30,-1.124,-0.809,-0.997,-1.117,3.289,1.381,0.31,-0.206,-0.897,-1.157,-1.17,-1.268,0.207,0.171,-0.218,-1.068,3,3,1,1,1,1,2,4,1,1,1,1
but regarding the development of Korea I think that is,-1.474,-0.864,-1.397,-1.203,-0.122,0.271,-0.042,-1.499,-0.702,-0.607,-0.257,-1.013,3.068,1.418,-0.84,-0.956,3,2,1,2,2,1,3,3,1,2,2,1
a lot of people I mean,-1.732,-1.65,-1.621,-1.462,-1.063,-1.278,-2.639,-1.972,-0.993,-1.051,-1.108,-1.297,0.369,-0.97,-0.701,-1.811,3,3,1,1,2,1,3,3,1,1,2,1
in my opinion,-1.623,-1.19,-1.409,-1.218,0.101,-0.103,-1.076,-0.683,-1.55,-1.253,-1.4,-1.216,-0.235,-0.65,-2.121,-1.509,3,3,3,1,2,1,3,3,2,1,2,1
resources high and South Korea is not big enough to take in any more foreigners and for labor force so,-1.602,-1.17,-1.433,-1.221,-0.199,-0.641,-1.519,-1.508,-1.527,-1.513,-1.429,-1.395,0.468,-0.463,-2.206,-1.958,3,3,2,1,2,1,3,3,1,1,1,1
the country and in addition to my,-1.308,-1.227,-1.347,-1.151,0.332,-0.405,-0.824,-1.361,-0.837,0.795,-0.466,-0.989,3.568,3.427,-0.152,-0.868,3,2,1,1,1,1,3,2,1,1,2,1
I think that is would be have some positive,-1.222,-1.019,-1.381,-1.261,1.088,0.564,-0.168,-1.671,-1.541,-1.268,-1.392,-0.812,0.314,-0.022,-2.355,-1.115,2,3,1,1,1,1,2,4,2,1,2,1
isn't all work isn't ready to accept these refugees however in considering an economic,-1.185,-0.839,-1.275,-1.088,0.663,-0.221,-0.1,-1.001,-1.165,-0.913,-0.538,-0.925,2.382,4.061,-0.109,-0.494,3,3,1,1,1,1,3,3,1,1,2,1
even,-1.413,-1.019,-1.088,-1.226,1.816,1.246,-1.109,-0.912,-1.605,-1.466,-1.544,-1.401,-0.753,-1.08,-1.551,-1.752,4,3,2,1,1,1,2,3,2,1,2,1
only 550 people so it is the first thing that I think,-1.137,-0.747,-1.114,-1.132,0.303,0.075,-0.812,-1.329,-0.957,-1.425,-1.317,-1.067,-0.481,-0.682,-0.933,-1.687,3,3,1,1,1,1,3,4,1,1,2,1
it will be good so I think it's not good if we accept all,-0.034,0.884,-0.993,-0.81,2.887,3.138,-0.963,-0.366,-1.082,-0.998,-1.216,-1.145,0.143,-0.223,-1.714,-1.612,3,3,1,1,2,1,4,4,2,1,2,1
an irregular but well in general refugees don't,-1.033,-0.148,-0.556,-0.747,-0.698,-0.5,0.515,-0.025,-1.474,-1.457,-1.52,-1.371,-0.764,-0.99,-2.401,-1.956,3,3,1,1,2,1,3,3,1,1,1,1
it is normal for two people to like protect first to protect your culture and then also,-0.772,-0.73,-1.045,-1.017,1.344,0.805,-0.409,-0.825,-1.499,-1.363,-1.426,-1.337,-0.543,-0.713,-2.638,-1.453,3,3,3,2,2,1,3,3,2,1,1,2
you speak as if we are sacrificing our citizens,-0.902,-0.331,-0.917,-1.062,7.424,3.388,1.148,-0.042,-1.205,-1.462,-1.164,-1.093,0.059,0.559,0.045,-1.133,3,3,1,1,2,1,2,3,1,1,1,1
not like I'm saying I'm totally against accepting people from you man and he took an example,-1.517,-1.342,-1.531,-1.323,-0.809,-1.048,-1.621,-1.788,-1.574,-1.349,-1.554,-1.406,-0.892,-1.223,-2.469,-1.854,3,3,1,1,2,1,2,3,1,1,1,1
government subsidy wise such funding should be acquired first before accepting,-1.108,-0.889,-1.474,-1.237,-0.803,-0.762,-0.45,-1.632,-1.264,-1.297,-1.207,-1.072,1.087,-0.094,-0.466,-1.299,3,2,1,1,1,1,3,3,1,1,2,1
for the young man is will be quite hard to settle down in Korea so yeah I didn't,-0.36,-0.976,-1.297,-0.612,1.726,0.922,2.028,0.67,-1.462,-1.321,-1.345,-1.217,-0.384,-0.814,-1.36,-1.535,2,2,1,1,1,1,2,4,1,1,1,1
to go to the state's you have the Health Equity well those of being bashed by Trump,-1.244,-1.459,-1.345,-1.028,0.403,-0.339,-1.816,-0.736,-1.548,-1.361,-1.269,-1.161,-0.424,-0.56,-1.406,-1.701,3,3,1,1,2,1,3,4,3,1,1,1
but then the thing is these people are coming in as refugees he wants to be letting so labor,-1.507,-1.559,-1.55,-1.4,-0.785,-1.009,-2.471,-1.915,-1.501,-1.411,-1.5,-1.286,-0.149,-0.693,-2.697,-1.91,3,4,2,2,1,1,3,3,1,1,1,1
death sudden influx of Romanian refugees in 2000 wait like 18 was really,-0.979,-1.034,-0.89,-0.395,-0.849,-0.996,-0.449,-0.956,-0.999,-0.94,-1.007,-1.029,0.518,0.942,-0.485,-0.607,3,3,1,1,2,1,3,3,1,1,1,1
and force us to and extraneous amount of money towards the military,0.155,-0.153,-0.733,-0.841,6.098,4.309,0.217,-0.867,-1.684,-1.606,-1.601,-1.438,-1.065,-1.123,-2.534,-2.029,3,3,1,1,2,1,2,3,1,1,1,1
we should take care of them for a while but after the crisis settle down they,-1.557,-1.442,-1.478,-1.305,-0.677,-0.86,-2.363,-1.667,-1.385,-1.186,-1.355,-0.98,-0.237,-0.459,-1.194,-1.483,3,4,1,1,1,1,3,3,1,1,1,1
disagree with your assertions first of all he said that,-1.265,-1.296,-1.453,-1.228,-0.728,-0.767,2.257,-1.591,-1.445,-1.503,-1.497,-1.265,-0.321,-0.799,-2.755,-1.896,4,3,1,2,2,1,3,3,1,1,1,1
money you talk about life we can reject the money that goes into the military and we start,1.303,1.858,0.133,-0.608,5.227,7.748,1.215,-0.167,-1.651,-1.58,-1.599,-1.418,-0.919,-1.072,-2.621,-1.998,2,3,1,1,2,1,3,3,1,1,1,1
those people can like apply for being Korean refugees,-1.655,-1.601,-1.599,-1.396,-1.152,-1.287,-2.846,-1.9,-1.409,-1.341,-1.392,-1.263,-0.186,-0.513,-1.91,-1.434,3,4,1,1,1,1,4,3,1,1,2,1
like it's just between whites and blacks and those were all occurring issues,-1.415,-1.186,-1.512,-1.296,-0.947,-1.171,-1.884,-1.56,-1.618,-1.505,-1.451,-1.381,-0.911,-0.818,-2.593,-1.883,3,3,1,1,1,1,3,3,1,1,1,1
within the current government because the lowest possible,-1.519,-1.295,-1.304,-1.321,-0.774,-0.056,-1.17,-1.451,-1.228,-1.321,-1.286,-1.331,-0.185,0.156,-2.273,-1.789,3,4,1,2,1,1,3,3,1,1,1,1
yeah many different things but from the articles that we,-1.642,-1.333,-1.491,-1.39,-0.803,-1.109,-2.923,-2.077,-0.371,-0.855,-0.717,-0.896,2.092,1.378,-0.225,-0.295,2,3,2,2,2,1,3,3,2,1,2,1
doesn't really do doesn't really care about the disabled disabled or mentally challenged,-1.578,-1.192,-1.565,-1.359,-0.745,-1.077,-1.727,-1.582,0.4,0.062,-0.709,-0.992,1.649,3.086,0.418,-0.52,2,3,2,1,2,1,3,3,2,1,1,1
out their lives and I'll show you I'm not we shouldn't,-0.77,-0.389,-1.154,-0.957,1.408,1.942,2.139,-0.716,-1.631,-1.313,-1.507,-1.303,-0.689,-0.756,-1.948,-1.411,3,3,1,1,2,1,3,3,1,1,1,1
is economically and economically and just stable in general,-1.314,-1.602,-1.517,-1.354,-0.77,-1.032,-1.452,-1.952,-1.112,-1.439,-1.456,-1.348,-0.32,-1.018,-0.628,-1.382,4,3,1,2,1,1,3,2,1,1,1,1
in your area of the table,-1.528,-1.358,-1.299,-1.191,2.187,0.558,-0.511,-1.47,-1.527,-1.486,-1.466,-1.294,-0.49,-0.503,-1.611,-1.768,3,3,2,1,2,1,3,3,2,1,2,1
it's not clear about your Equity say that also is like if they,-1.137,-0.713,-1.182,-1.11,2.043,1.372,0.417,-1.252,-0.074,-0.493,-1.013,-0.695,2.157,0.548,2.747,-0.045,4,3,1,1,1,1,3,3,1,1,2,1
or the,-0.677,-0.441,-0.665,-0.79,2.868,2.568,0.775,-0.258,-1.539,-1.473,-1.419,-1.331,-0.301,-0.392,-2.11,-1.711,3,3,2,1,1,1,4,3,2,1,1,1
to you know say that you're a nice person but only that be a facade right,-1.602,-1.522,-1.605,-1.409,-1.05,-1.204,-2.639,-1.993,-0.275,-0.922,-1.293,-1.142,0.594,-0.016,0.578,-0.699,3,3,1,1,1,1,3,2,1,1,2,1
sure we should accept refugees but our state our situation isn't very good right now so I think,-1.503,-1.065,-1.391,-1.144,0.433,0.267,0.924,-1.331,-1.649,-1.577,-1.555,-1.413,-0.981,-1.11,-1.658,-1.662,3,3,1,1,2,1,2,3,1,1,1,1
to Syrian refugees sexually though relationship is very weak between Syria and,-1.528,-1.217,-1.52,-1.398,-0.727,-0.938,-1.571,-1.772,-1.205,-1.022,-1.19,-1.165,0.364,-0.411,-0.542,-1.009,3,3,1,1,2,1,3,3,1,1,1,1
first,-1.426,-1.468,-1.555,-1.39,-0.957,-1.25,-0.07,-1.99,-1.297,-1.347,-1.4,-1.342,-0.332,-0.829,-1.785,-1.906,4,4,2,1,1,1,3,3,1,1,1,1
refugees from especially girls from the rural side,-1.006,-1.31,-1.276,-1.249,0.585,0.839,-1.776,-1.428,0.614,-0.512,0.349,-0.186,5.27,3.621,-0.438,0.207,3,2,1,1,2,1,3,3,1,2,2,1
Jeju people Worst Behavior,-1.147,-1.486,-1.391,-1.243,0.146,-0.608,-0.969,-1.132,-0.868,-0.377,-1.098,-0.975,0.477,-0.118,-1.488,-1.072,2,2,2,2,1,1,3,3,2,1,2,1
in that sense you know it might affect Fame Alec,-1.486,-1.333,-1.419,-1.285,-0.281,-0.617,-2.02,-1.785,-1.526,-1.509,-1.502,-1.339,-0.709,-0.709,-0.487,-1.745,3,3,1,1,1,1,3,3,2,1,3,1
Island for the I saw Asylum so I think the government,-1.372,-1.176,-1.342,-1.216,0.369,-0.555,-1.893,-0.538,-1.24,-1.048,-1.338,-1.093,0.119,0.687,0.102,-0.854,3,3,2,1,2,1,3,3,2,1,2,1
and I selected religion I'm that about Muslims and the Quran and the Quran,-1.154,-1.213,-0.801,-1.25,0.982,1.201,-0.166,-1.657,-1.493,-1.416,-1.286,-1.306,-0.137,0.425,-2.83,-1.975,3,3,2,1,2,1,3,3,2,1,1,1
for example you know with any government,-0.268,-0.199,-0.604,-0.942,3.858,3.236,-0.533,-0.21,-1.636,-1.133,-1.432,-1.37,-0.357,-0.767,-1.377,-1.749,2,3,1,1,1,1,4,3,1,1,1,1
but what about this Showcase of buildings Stone women who don't wear,-0.849,-0.892,-0.78,-0.674,2.886,3.53,-0.12,-0.547,-1.044,-0.61,-0.974,-1.134,1.659,2.231,-0.776,0.033,2,3,2,1,2,1,2,3,2,1,1,1
because there are more young people because again the numbers only 500 and also,-1.51,-1.56,-1.499,-1.292,-0.292,-0.746,-1.52,-1.6,-1.278,-1.011,-1.519,-1.289,-0.43,-1.094,-1.151,-1.593,3,3,1,2,1,1,3,3,1,1,1,1
by person by person but it's all they guaranteed,-0.233,1.192,0.9,-0.743,0.068,0.298,2.279,1.251,-1.543,-1.358,-1.383,-1.186,-0.252,-0.656,-1.278,-1.907,3,2,1,1,2,1,3,3,1,1,2,1
isn't helped by jihadists sharing some sort of like,-1.597,-1.533,-1.437,-1.356,0.345,-0.304,-2.258,-1.857,-1.359,-1.339,-1.139,-1.089,0.34,0.052,-0.208,-1.331,2,4,2,2,2,1,3,2,1,1,1,1
I think there's some kind of more emotional than rational equations,-1.268,-1.211,-1.414,-1.13,0.132,-0.108,-1.958,-1.425,-1.314,-0.996,-1.328,-1.252,1.28,0.745,-1.293,0.315,4,3,1,1,1,1,4,4,2,1,2,1
like people are saying well this is because of the refugee and everything but it turns out to be FALSE so I think,-0.684,-0.898,-1.037,-1.15,0.547,-0.095,0.446,-0.193,-1.415,-0.973,-1.501,-1.224,0.129,-0.734,-0.716,-1.004,3,3,2,2,2,1,3,3,1,1,1,2
as I think that if they just put the country in the list is,-1.243,-1.038,-1.168,-1.105,0.976,0.054,-1.322,-1.283,-1.469,-0.509,-1.455,-1.3,-0.117,-0.3,-1.265,-1.318,4,4,2,1,2,1,3,4,3,1,2,1
to apply for energy but cannot expect but get the rejection from that,-1.409,-1.551,-1.484,-1.253,-0.533,-0.722,-1.761,-1.364,-1.478,-1.311,-1.248,-1.167,0.23,0.55,-1.52,-1.828,3,4,1,1,2,1,4,4,2,1,1,1
known for its many Chinese and other country of immigrants so it's not,-1.504,-1.218,-1.279,-1.125,0.061,-0.414,-1.208,-1.662,-1.476,-1.491,-1.379,-1.31,-0.093,-0.498,-1.944,-1.707,3,3,2,1,2,1,3,3,2,1,1,1
of the religion you go to heaven okay,-1.646,-1.462,-1.515,-1.448,-0.976,-1.102,-2.765,-2.068,-1.334,-0.3,-0.829,-1.197,2.887,1.638,-0.381,-1.085,3,3,2,1,1,1,2,3,2,1,1,1
I heard that almost every foreigners cannot speak,-1.664,-1.502,-1.494,-1.386,-0.689,-0.423,-1.598,-1.577,-0.826,0.208,-0.931,-1.244,0.601,-0.577,-0.931,-1.198,3,3,1,1,2,1,2,3,1,1,2,1
like so the first reason why disagree with accepting refugees,-1.512,-1.198,-1.254,-1.174,-0.803,-1.073,-1.414,-1.92,-1.607,-1.502,-1.521,-1.405,-0.405,-0.783,-1.409,-1.729,3,4,1,1,1,1,3,3,1,1,1,1
on the fact that these are histories are allowed to have it for long probation,-1.273,-1.243,-1.433,-1.247,0.08,-0.445,-0.452,-1.665,-1.661,-1.581,-1.595,-1.44,-1.044,-1.223,-2.575,-1.968,3,3,2,1,1,1,3,3,2,1,2,1
these years thousand North Koreans came to this country and you know if you think about,-0.486,-0.882,-0.64,-0.421,5.4,3.356,1.454,0.152,-1.24,-1.471,-1.482,-1.352,-0.626,-0.738,-1.404,-0.926,3,3,1,1,1,1,3,3,1,1,1,1
Yemen position themselves to be our position because like for example people,-1.096,-0.423,-1.235,-0.906,0.675,-0.107,-0.56,0.02,-1.563,-1.389,-1.537,-1.347,-0.539,-0.955,-2.378,-1.821,3,3,2,2,2,1,3,3,3,1,1,1
people in Korea are prepared to accept refugees well I would like to say I,-1.171,-1.14,-1.197,-1.16,-0.364,-0.247,-0.416,-1.69,-1.334,-1.245,-1.024,-1.103,1.072,1.589,-0.575,-0.962,3,3,1,2,1,1,4,3,1,1,2,1
to kind of filter on this like actual refugees right I also agree with the,-0.399,-0.907,-0.985,-0.603,1.117,1.169,0.793,-1.037,-1.239,-1.515,-1.45,-1.34,-0.277,-0.562,-0.592,-1.535,2,3,2,1,1,1,3,3,1,1,3,1
people from other countries however as time passes many people,-1.295,-1.23,-1.069,-1.15,-0.09,0.035,-1.166,-0.57,-0.703,-0.927,-1.107,-0.9,-0.608,-0.613,-0.638,0.111,2,3,1,1,1,1,3,3,1,1,2,1
Island feel like with anger from them even one of my friends who's from Georgia Island always,-1.138,-0.915,-1.356,-1.255,0.198,-0.519,0.02,-0.564,-1.485,-1.485,-1.555,-1.323,-0.908,-1.032,-2.142,-1.86,3,3,1,1,1,1,3,3,1,1,1,1
Commander being a refugee yeah it's,-1.504,-1.328,-1.282,-1.312,0.366,-0.156,-1.239,-1.403,-1.492,-1.43,-1.56,-1.429,-0.653,-0.949,-1.924,-2.0,4,3,2,1,2,1,3,4,2,1,2,1
today some Christians in Greek,-1.513,-1.144,-1.465,-1.295,-0.75,-0.821,-2.626,-1.758,-1.654,-1.48,-1.329,-1.1,0.241,0.817,-2.323,-1.932,3,3,1,1,1,1,4,3,2,1,1,1
I do urge them you have to assign more and more research has to this Romanian refugees at least,0.137,0.034,1.2,1.567,-0.009,0.284,-0.289,0.588,-1.254,-1.493,-1.406,-1.231,-0.343,-0.854,-0.973,-1.519,3,3,1,1,2,1,3,3,1,1,1,1
because at first the judges City whole tried to give and when people drop,-0.365,-0.51,-1.381,-1.187,0.489,-0.203,-0.8,-0.928,-1.547,-1.302,-1.41,-1.338,-0.248,-0.634,-1.56,-1.734,3,3,1,1,1,1,3,3,1,1,1,1
international students and there are a lot of there were a lot of friends who,-1.683,-1.488,-1.539,-1.439,-0.637,-1.094,-2.665,-1.972,-0.678,-1.038,-1.092,-0.806,-0.111,-0.603,0.283,-0.854,2,2,1,1,2,1,3,4,1,1,3,1
we speculate that majority have come to Korea for just,-1.515,-1.263,-1.391,-1.281,-0.077,-0.356,-1.535,-1.226,-1.338,-1.426,-1.392,-1.268,-0.516,-0.675,-2.438,-1.318,4,3,2,2,2,1,2,3,2,1,1,1
no way to Christian Stone them no Chris no but,-0.633,-0.636,-1.279,-0.901,0.408,0.446,0.316,-1.139,-1.479,-1.401,-1.486,-1.374,0.21,-0.178,-1.38,-1.549,2,3,2,1,2,1,2,3,2,1,1,1
to sort out rather than just blocking all those refugees and,-1.652,-1.471,-1.571,-1.341,-1.082,-1.293,-2.589,-1.86,0.233,0.58,-0.779,-0.839,1.638,1.077,0.918,-1.03,3,3,2,1,1,1,3,3,2,1,3,1
it's I think that it's time for Korea to break down the Monokuma no culturalism,-1.538,-1.215,-1.534,-1.339,0.592,-0.891,-1.973,-1.906,-1.419,-1.399,-1.486,-1.33,-1.068,-1.244,-2.007,-1.025,2,3,1,1,1,1,3,3,1,1,2,1
you know even even us it's one of the country that says a lot of refugees from other countries,-1.629,-1.619,-1.553,-1.439,-0.841,-1.221,-2.481,-1.958,-1.557,-1.315,-1.55,-1.325,-0.691,-0.938,-2.436,-1.759,2,3,1,2,2,1,3,4,2,1,2,1
in South Korea and what I want what I just want to mention is that they're not,-0.179,-0.424,-0.786,-1.041,-0.67,-0.656,0.655,-0.643,-1.416,-0.713,-1.199,-1.031,-0.311,-0.312,0.167,-1.403,3,3,1,1,1,1,4,3,1,1,1,1
image is important but that's out,-1.43,-1.364,-1.515,-1.288,-0.548,-0.977,-0.587,-1.62,-1.084,-1.112,-1.404,-1.132,-0.613,-0.923,-0.042,-1.378,3,2,1,1,1,1,3,3,2,1,3,1
to emphasize that it's not going to create damage but impact and if it does it is possible to,-0.858,-0.337,-0.631,-1.029,2.375,0.826,1.072,-0.484,-1.387,-1.252,-1.549,-1.295,-0.221,-0.603,-0.913,-1.516,2,3,2,1,1,1,3,3,2,1,2,1
who are applying for jobs that it could go to Koreans doesn't necessarily mean that they're not taking,-1.0,-1.393,-1.458,-1.302,-0.216,-0.778,-0.806,-1.388,-1.329,-1.09,-1.143,-1.057,1.233,1.705,-0.95,-1.019,3,3,2,1,2,1,4,4,2,1,2,1
despite the fact despite the fact that on the global scale we already have,-1.197,-1.204,-1.441,-1.182,-0.111,-0.345,0.056,-1.184,-1.697,-1.549,-1.581,-1.408,-0.932,-1.21,-2.199,-1.907,2,3,2,1,1,1,3,3,2,1,2,1
so people get it's a basic human rights,-1.531,-1.49,-1.374,-1.378,-0.663,-1.14,-1.326,-1.696,-0.96,-0.129,-0.604,-1.046,2.36,2.93,-0.648,0.074,3,3,1,1,1,1,3,3,1,1,1,1
humanitarian than economics even if the economics is to take into account,-1.385,-1.422,-1.455,-1.273,-0.119,-0.504,-0.031,-1.509,-1.561,-1.341,-1.511,-1.4,-0.745,-1.121,-1.712,-1.632,3,4,2,1,2,1,2,3,1,1,2,1
and your statement is real good,-1.292,-1.333,-1.343,-1.137,-0.501,-0.632,-0.959,-1.478,-1.463,-1.46,-1.288,-1.138,0.214,-0.508,-1.34,-1.704,3,4,1,1,1,1,3,3,1,1,1,1
some issues really closely maybe ourselves,-0.859,-1.166,-1.2,-1.306,1.797,-0.091,0.396,-0.955,-1.475,-1.155,-1.472,-1.34,-0.624,-0.832,-1.805,-1.483,2,3,1,1,2,1,2,3,2,1,2,1
reason for the first of first and foremost South Korea has signed the 1991 conventions on the status,-1.456,-1.159,-1.468,-1.248,-0.562,0.252,-0.321,-1.073,-1.522,-1.554,-1.281,-1.405,-0.582,-0.544,-2.046,-1.944,4,3,1,2,2,1,3,3,1,1,1,1
term I don't think it is developed country it is somewhere between the developing,-1.437,-1.2,-1.192,-1.128,0.11,0.424,-1.17,-1.115,-1.602,-1.022,-1.25,-1.242,0.504,-0.263,-0.258,-0.872,3,3,1,1,2,1,3,4,2,1,1,1
that you can be ignored refugees only not accepting Berkeley engineering,-1.233,-1.094,-1.271,-1.15,-0.411,-0.809,-0.728,-1.685,-1.269,-0.849,-0.888,-1.171,1.13,1.254,-0.342,-1.441,4,3,1,2,2,1,3,3,1,1,1,1
salary so this this means that they are not really,-1.339,-0.816,-1.142,-1.21,0.628,-0.033,-1.069,-1.214,-0.493,-0.052,-0.456,-0.432,2.078,4.172,-0.216,-0.575,3,3,1,1,2,1,3,3,2,1,3,1
okay so again is the refugee letting the refugee into,-1.417,-1.341,-1.389,-1.313,1.142,-0.735,-1.574,-1.676,-0.889,-1.155,-1.226,-1.172,0.454,-0.607,-0.674,-0.055,3,3,1,1,2,1,2,3,1,1,1,1
21 convention direct with Russia act which basically stated that Korea will except for Fisheries,-1.329,-1.401,-1.33,-1.349,0.41,0.37,-1.618,-1.78,-1.481,-1.443,-1.504,-1.321,-0.385,-0.691,-2.357,-1.572,3,3,2,1,2,1,3,3,2,1,2,1
doing the right thing in my opinion and trying to bring the people,-1.236,-0.553,-0.759,-0.779,2.012,1.576,-1.649,-0.556,-1.675,-1.428,-1.601,-1.382,-0.787,-1.204,-1.41,-1.761,3,3,2,1,1,1,3,3,2,1,2,1
I think their own,-1.534,-1.219,-1.268,-1.414,1.212,0.694,0.381,-1.793,-1.07,-0.806,-0.99,-1.085,1.606,0.692,1.103,-0.076,3,3,2,1,2,1,3,3,3,1,1,2
I mean it is also kind of an International Love Me Korea sign like several tens of years,-0.32,0.1,-0.451,-0.489,0.085,-0.104,0.336,0.774,-0.762,-0.87,-1.117,-1.058,2.071,0.717,-0.548,-1.336,3,3,1,1,2,1,3,3,1,1,1,1
would be helpful for them to stay and work together,-1.426,-1.455,-1.388,-1.155,0.545,-0.331,-0.203,-0.605,-0.914,-0.901,-0.941,-0.669,-0.445,0.17,-0.623,-1.128,2,3,2,1,1,1,3,3,2,1,1,1
people young Generations have don't have jobs so why should you use tax on them to support,-1.337,-1.267,-1.25,-1.133,1.609,2.023,-1.25,-1.494,-1.633,-1.572,-1.417,-1.339,-0.508,-0.945,-1.093,-1.642,3,4,1,1,1,1,3,4,1,1,1,1
Community and I think it's very important to emphasize that the number of bring you many refugees,-1.475,-1.373,-1.504,-1.374,-0.602,-0.821,-1.545,-1.899,-1.391,-1.351,-1.395,-1.237,0.569,-0.451,-1.141,-1.54,3,3,2,1,2,1,3,3,2,1,1,1
citizens like a safe shelter and so that they do,-0.379,0.973,-0.989,-0.878,4.17,3.303,-0.427,-0.29,-0.969,-0.238,-0.785,-1.065,2.56,1.968,0.913,-0.176,3,3,3,2,2,1,4,4,3,1,1,2
without those things USA had not become more powerful country,-0.446,-1.012,-0.513,-0.734,2.363,-0.174,-0.249,-0.274,-0.62,1.293,-0.446,-0.324,0.948,0.62,0.914,-0.336,2,2,1,1,2,1,2,3,1,1,1,1
so that the they can make the country more,-1.489,-1.165,-1.368,-1.255,0.321,-0.324,0.548,-1.009,-1.158,-1.167,-1.181,-1.104,-0.522,-0.635,-0.249,-0.784,3,3,2,1,2,1,3,3,2,1,2,1
are diminishing rate of Tours because there are many young men people there so people,-1.642,-0.938,-1.581,-1.384,-0.497,-0.998,-2.913,-1.649,0.188,-1.041,-1.289,-0.734,0.669,-0.062,1.847,-0.167,2,3,1,1,1,1,3,3,1,1,1,1
with some humanitarian attitude for decision,-1.363,-1.413,-1.395,-1.218,-0.484,-0.63,-0.579,-1.549,2.887,2.792,0.779,1.68,1.374,0.434,-1.149,-1.259,4,3,1,1,2,1,2,3,2,1,2,1
differentiate,-1.143,-1.4,-0.902,-0.907,-0.33,-0.57,0.28,-1.811,-1.449,-1.553,-1.32,-1.371,-0.566,-0.676,-1.594,-1.869,3,4,1,1,1,1,2,3,1,1,1,1
they call themselves Muslims so you're saying that terrorist,-0.458,-0.86,-1.138,-1.186,1.374,0.846,-0.64,-1.032,-1.154,-1.06,-1.196,-1.072,1.849,0.351,-0.806,-0.745,4,3,2,2,2,1,3,3,2,2,2,1
women right in his own culture is very bad and there,-1.691,-1.669,-1.625,-1.439,-1.151,-1.335,-2.83,-2.025,-1.326,-0.84,-1.184,-1.241,-0.003,-0.175,-1.359,-1.467,2,3,1,1,1,1,3,2,1,1,3,1
just because we have for dinner yeah so,-1.472,-1.185,-1.244,-1.185,0.792,1.591,-0.148,-0.444,-1.193,-0.869,-1.03,-1.226,0.477,1.293,-1.301,-1.353,3,3,3,2,2,2,3,2,3,2,1,2
well I think the one that you should consider is the,-1.379,-1.382,-1.463,-1.219,-0.387,-0.047,-0.428,-1.725,-1.403,-0.935,-1.306,-1.026,1.1,0.225,-0.833,-0.495,3,3,3,2,2,2,3,3,3,2,1,2
and a United 1313 state or country by the,-1.123,-0.969,-1.281,-1.001,0.546,-0.101,0.748,-1.038,-1.001,0.064,-0.671,-0.737,0.475,0.021,-0.556,-1.25,2,2,1,1,2,1,2,3,1,1,1,1
partly agree that we should not totally accept these button to filter,-1.295,-0.872,-1.191,-1.158,0.647,0.218,-1.038,-1.071,-1.032,-0.809,-1.21,-1.058,1.596,-0.44,0.478,0.043,3,2,1,1,1,1,2,3,2,1,3,1
I think that Korea Government should be,-0.918,0.572,-0.953,-0.948,1.202,0.204,-0.18,-1.022,-1.515,-1.34,-1.603,-1.377,-1.094,-1.306,-0.115,-1.743,2,3,1,1,1,1,2,3,2,1,1,1
